Image Name,AI Artifacts,Creativity,Visual Harmony,Visual Richness,Composition,Color,Aes MOS,T2I MOS,Prompt
I-2.2.jpg,2.823529412,2.176470588,2.823529412,1.823529412,2.764705882,2.411764706,1.872962814,2.70270229,"Vector design of small Inflated Text Effect of word ""hello"" in white light, background is colorful neon sky, in the air"
MJ-v4-2.2.jpg,2.823529412,2.647058824,2.647058824,2.470588235,2.882352941,2.705882353,1.975777886,1.914387236,"Vector design of small Inflated Text Effect of word ""hello"" in white light, background is colorful neon sky, in the air"
MJ-v6-2.2.jpg,3.235294118,3.294117647,3.235294118,2.647058824,3.058823529,2.941176471,2.972641236,3.058292376,"Vector design of small Inflated Text Effect of word ""hello"" in white light, background is colorful neon sky, in the air"
SD-1.5-2.2.jpg,2.529411765,2.529411765,2.764705882,2.294117647,2.764705882,2.529411765,1.522709368,1.038645288,"Vector design of small Inflated Text Effect of word ""hello"" in white light, background is colorful neon sky, in the air"
SD-rv6-2.2.jpg,2.470588235,3.058823529,2.647058824,3.117647059,2.882352941,3.117647059,2.30537812,1.218907713,"Vector design of small Inflated Text Effect of word ""hello"" in white light, background is colorful neon sky, in the air"
D-3.1.jpg,3.470588235,3.529411765,3.294117647,3.411764706,3.411764706,3.058823529,2.969730299,3.914023991,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
I-3.1.jpg,3.176470588,3.352941176,3.235294118,3.470588235,3.588235294,3.470588235,3.400079852,3.424333508,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
MJ-v4-3.1.jpg,3.764705882,3.882352941,3.117647059,3.588235294,3.823529412,3.352941176,3.621464983,3.869979437,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
MJ-v6-3.1.jpg,3.882352941,4.058823529,3.823529412,4.058823529,4,3.352941176,3.911895477,4.512230514,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
SD-1.5-3.1.jpg,2.117647059,1.529411765,1.764705882,1.647058824,1.882352941,1.529411765,0.466727782,0.710102902,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
SD-rv6-3.1.jpg,2.764705882,2.411764706,2.352941176,2.882352941,2.882352941,2.529411765,1.781895983,2.271453813,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
D-3.2.jpg,3.470588235,3.588235294,3.529411765,3.764705882,3.529411765,3.529411765,3.399304763,3.922681137,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
I-3.2.jpg,3.235294118,3.117647059,3.176470588,2.941176471,2.882352941,3.058823529,3.066895501,3.333849429,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
MJ-v4-3.2.jpg,3.235294118,3.117647059,3,3,3.117647059,2.941176471,3.01324158,3.617765797,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
MJ-v6-3.2.jpg,3.764705882,4.058823529,3.529411765,3.705882353,3.529411765,3.529411765,3.535602819,4.106733364,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
SD-1.5-3.2.jpg,2.294117647,2.294117647,2,2.117647059,2.058823529,1.941176471,1.436855265,1.740069318,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
SD-rv6-3.2.jpg,2.294117647,1.941176471,1.882352941,1.823529412,2.058823529,1.588235294,0.860791921,1.273410577,"Create a detailed illustration of the all seeing eye, hyper-real All Seeing Eye. With a black background. higher dimension with highly detailed fractal and surreal Psychedelic DMT trip like looking with very detailed image."
D-4.1.jpg,2.823529412,2.647058824,2.588235294,2.470588235,2.588235294,2.529411765,2.181041894,3.365518506,"Travel route map, pedestrians on the way, simple drawing flat style"
I-4.1.jpg,3,3.235294118,3.529411765,3.235294118,3.352941176,3.235294118,3.359897114,3.59912221,"Travel route map, pedestrians on the way, simple drawing flat style"
MJ-v4-4.1.jpg,2.764705882,3.176470588,2.764705882,2.882352941,2.941176471,2.882352941,2.444119019,2.588732245,"Travel route map, pedestrians on the way, simple drawing flat style"
MJ-v6-4.1.jpg,3.588235294,3.941176471,3.764705882,4.235294118,3.647058824,4,4.137976394,4.406434374,"Travel route map, pedestrians on the way, simple drawing flat style"
SD-1.5-4.1.jpg,2.176470588,2.647058824,2,3,2,2.647058824,1.53695514,1.295873371,"Travel route map, pedestrians on the way, simple drawing flat style"
SD-rv6-4.1.jpg,2.764705882,2.588235294,2.294117647,3,2.529411765,2.647058824,1.948974381,1.443921775,"Travel route map, pedestrians on the way, simple drawing flat style"
D-4.2.jpg,3.058823529,3.294117647,3.058823529,3.058823529,3.235294118,3.176470588,2.944873057,3.283877735,"Travel route map, pedestrians on the way, simple drawing flat style"
I-4.2.jpg,2.647058824,2.176470588,2.352941176,2.117647059,2.647058824,2.470588235,1.130754416,0.380682148,"Travel route map, pedestrians on the way, simple drawing flat style"
MJ-v4-4.2.jpg,3,3.176470588,3.294117647,3.117647059,3.235294118,3.647058824,3.220348476,3.538814359,"Travel route map, pedestrians on the way, simple drawing flat style"
MJ-v6-4.2.jpg,2.764705882,3,2.764705882,3.176470588,2.705882353,3.176470588,2.758713317,3.204189564,"Travel route map, pedestrians on the way, simple drawing flat style"
SD-1.5-4.2.jpg,2.705882353,2.470588235,2,2.941176471,2.235294118,2.705882353,1.907452431,1.074761669,"Travel route map, pedestrians on the way, simple drawing flat style"
SD-rv6-4.2.jpg,2.588235294,2.705882353,2.647058824,3,2.411764706,2.823529412,1.931493257,1.280670951,"Travel route map, pedestrians on the way, simple drawing flat style"
D-5.1.jpg,3.705882353,3.823529412,3.941176471,3.647058824,3.588235294,3.823529412,3.891305489,4.333525668,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
I-5.1.jpg,2.470588235,2,2,1.647058824,2,2.294117647,1.095716566,1.216514348,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
MJ-v4-5.1.jpg,2.705882353,3.058823529,3.117647059,2.941176471,3.058823529,2.705882353,2.500028014,2.681808611,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
MJ-v6-5.1.jpg,3.647058824,4,4.058823529,4.176470588,3.764705882,3.941176471,4.144398189,4.129603269,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
SD-1.5-5.1.jpg,2,2,1.647058824,2.411764706,1.764705882,2.647058824,1.015415033,0.807452545,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
SD-rv6-5.1.jpg,2.941176471,2.823529412,3.235294118,3,2.882352941,3.117647059,2.657580774,3.344621148,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
D-5.2.jpg,2.823529412,2.764705882,2.941176471,2.470588235,2.705882353,2.411764706,2.246681063,3.369638878,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
I-5.2.jpg,2.588235294,2.529411765,2.588235294,2.235294118,2.588235294,2.941176471,2.028157922,1.195219523,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
MJ-v4-5.2.jpg,3.588235294,3.647058824,3.529411765,3.647058824,3.352941176,3.647058824,3.736956297,3.993873264,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
MJ-v6-5.2.jpg,3.647058824,3.588235294,3.823529412,4,3.705882353,3.647058824,4.015932614,4.538508622,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
SD-1.5-5.2.jpg,3.176470588,3,3.176470588,3.176470588,3,3.176470588,3.207848975,3.699315806,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
SD-rv6-5.2.jpg,3.117647059,2.823529412,3.117647059,3.176470588,2.823529412,3.176470588,2.941792609,3.486982824,"A data visualization interface about the sales of goods in the store, with a sense of science and technology, UI design"
D-6.1.jpg,3.352941176,3.470588235,3.764705882,3.235294118,3.647058824,3.411764706,3.656169671,4.325498737,"The concept of the passage of time, expressed through clocks and fallen leaves"
I-6.1.jpg,3.529411765,2.823529412,3.705882353,2.764705882,3.411764706,3.058823529,3.67716174,4.076980895,"The concept of the passage of time, expressed through clocks and fallen leaves"
MJ-v4-6.1.jpg,3.647058824,3.941176471,3.588235294,3.647058824,3.588235294,3.470588235,3.999777141,4.392086921,"The concept of the passage of time, expressed through clocks and fallen leaves"
MJ-v6-6.1.jpg,4.058823529,3.588235294,3.823529412,3.470588235,3.588235294,3.647058824,4.022211981,4.701604018,"The concept of the passage of time, expressed through clocks and fallen leaves"
SD-1.5-6.1.jpg,2.588235294,2.941176471,2.411764706,2.882352941,2.705882353,2.882352941,2.07325588,3.767404275,"The concept of the passage of time, expressed through clocks and fallen leaves"
SD-rv6-6.1.jpg,2.941176471,2.411764706,2.705882353,2.588235294,2.352941176,2.941176471,2.271108744,3.768384111,"The concept of the passage of time, expressed through clocks and fallen leaves"
D-6.2.jpg,3.235294118,3.588235294,3.352941176,3.764705882,3.117647059,3.411764706,3.219270179,3.954818178,"The concept of the passage of time, expressed through clocks and fallen leaves"
I-6.2.jpg,3.411764706,2.529411765,3.058823529,2.823529412,2.764705882,2.823529412,2.483725334,3.702674599,"The concept of the passage of time, expressed through clocks and fallen leaves"
MJ-v4-6.2.jpg,2.823529412,3.647058824,3,2.705882353,3.117647059,2.941176471,2.705287809,3.509779038,"The concept of the passage of time, expressed through clocks and fallen leaves"
MJ-v6-6.2.jpg,3.705882353,3.352941176,3.647058824,3.529411765,3.411764706,3.470588235,3.503966975,4.387055286,"The concept of the passage of time, expressed through clocks and fallen leaves"
SD-1.5-6.2.jpg,3.470588235,2.411764706,2.705882353,2.647058824,2.588235294,2.823529412,2.231459497,3.518561132,"The concept of the passage of time, expressed through clocks and fallen leaves"
SD-rv6-6.2.jpg,3.294117647,2.352941176,2.705882353,2.117647059,2.352941176,2.705882353,2.143900971,3.357292578,"The concept of the passage of time, expressed through clocks and fallen leaves"
D-7.1.jpg,3.411764706,3.588235294,3.882352941,4.058823529,3.529411765,3.941176471,3.92230601,4.509271893,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
I-7.1.jpg,3.352941176,2.764705882,3.294117647,2.941176471,2.529411765,2.705882353,2.800390986,3.85948491,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
MJ-v4-7.1.jpg,3.058823529,3.058823529,3.235294118,3.117647059,3,2.470588235,2.61213131,2.968063684,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
MJ-v6-7.1.jpg,3.470588235,3.352941176,3.823529412,3.705882353,3.235294118,3.294117647,3.357012265,3.938767818,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
SD-1.5-7.1.jpg,2.352941176,2.411764706,2.294117647,2.352941176,2.058823529,1.823529412,1.514545822,2.009701478,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
SD-rv6-7.1.jpg,2.705882353,2.588235294,2.411764706,2.588235294,2.352941176,2.411764706,1.988555034,2.275584056,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
D-7.2.jpg,2.882352941,3.352941176,3.588235294,3.588235294,3.411764706,3.470588235,3.356949278,4.258516286,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
I-7.2.jpg,3.588235294,3.411764706,3.529411765,3.176470588,3.470588235,3.470588235,3.145541016,1.189830489,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
MJ-v4-7.2.jpg,3.058823529,2.941176471,3,3.235294118,2.882352941,3.117647059,2.809965527,2.081768661,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
MJ-v6-7.2.jpg,3.176470588,3.117647059,3,3.294117647,3.117647059,3.294117647,3.011059226,2.185209195,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
SD-1.5-7.2.jpg,2.823529412,2.470588235,2.411764706,2.176470588,2.352941176,2.529411765,1.725438948,1.944169574,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
SD-rv6-7.2.jpg,3.058823529,2.588235294,2.705882353,2.470588235,2.529411765,2.588235294,1.972653061,2.21186703,"A set of character design sketches that show different types of game characters, each with a unique look and gear. In the background is a game design studio, where designers are modeling characters in front of a computer."
D-8.1.jpg,3.588235294,3.764705882,3.647058824,3.588235294,3.823529412,2.941176471,3.433264622,4.266936734,the blueprint of a humanoid with biomechanical part techno-organic guyver
I-8.1.jpg,3.294117647,3.117647059,3.117647059,2.647058824,3.058823529,2.705882353,2.550447206,2.712308756,the blueprint of a humanoid with biomechanical part techno-organic guyver
MJ-v4-8.1.jpg,3.411764706,3.529411765,3.352941176,3.529411765,3.470588235,2.941176471,3.134303097,3.706597837,the blueprint of a humanoid with biomechanical part techno-organic guyver
MJ-v6-8.1.jpg,3.235294118,3.176470588,3.411764706,3.235294118,3.235294118,2.588235294,3.208145883,3.905814118,the blueprint of a humanoid with biomechanical part techno-organic guyver
SD-1.5-8.1.jpg,2.176470588,2.470588235,1.882352941,2.117647059,1.941176471,2.117647059,1.263768627,2.047747141,the blueprint of a humanoid with biomechanical part techno-organic guyver
SD-rv6-8.1.jpg,2.647058824,2.411764706,2.352941176,2.117647059,2.588235294,2.058823529,1.39952618,2.382322134,the blueprint of a humanoid with biomechanical part techno-organic guyver
D-8.2.jpg,3.411764706,2.882352941,3.176470588,2.882352941,3.235294118,2.647058824,2.811925147,3.723793081,the blueprint of a humanoid with biomechanical part techno-organic guyver
I-8.2.jpg,3.176470588,2.823529412,3,2.588235294,2.882352941,2.529411765,2.375154283,2.286793157,the blueprint of a humanoid with biomechanical part techno-organic guyver
MJ-v4-8.2.jpg,2.882352941,3.294117647,3.117647059,2.882352941,3.294117647,2.647058824,2.645869527,3.793618459,the blueprint of a humanoid with biomechanical part techno-organic guyver
MJ-v6-8.2.jpg,3.470588235,3.176470588,3.294117647,3.235294118,3.294117647,2.823529412,2.95730755,3.579270168,the blueprint of a humanoid with biomechanical part techno-organic guyver
SD-1.5-8.2.jpg,2.352941176,2.411764706,1.941176471,2.294117647,2.176470588,1.941176471,1.20358984,2.607754113,the blueprint of a humanoid with biomechanical part techno-organic guyver
SD-rv6-8.2.jpg,2.294117647,2.411764706,2.117647059,2.176470588,2.352941176,2.058823529,1.375350674,2.115910792,the blueprint of a humanoid with biomechanical part techno-organic guyver
D-9.1.jpg,3.764705882,3.411764706,3.352941176,4,3.529411765,4.058823529,3.898786245,4.781745394,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
I-9.1.jpg,2.882352941,3.352941176,3.411764706,3.352941176,3.294117647,3.764705882,3.53814557,4.072488401,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
MJ-v4-9.1.jpg,3,3.176470588,3.294117647,3.176470588,3.352941176,3.529411765,3.379615095,4.022359821,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
MJ-v6-9.1.jpg,4.176470588,4.117647059,4.235294118,4.058823529,4.294117647,4,4.541282747,4.535778041,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
SD-1.5-9.1.jpg,2.882352941,3,2.705882353,3.176470588,2.647058824,3.411764706,2.604008698,2.043998541,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
SD-rv6-9.1.jpg,3.058823529,2.411764706,2.294117647,2.176470588,2.176470588,2.588235294,1.779342564,1.515360037,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
D-9.2.jpg,3.294117647,2.764705882,3.235294118,2.941176471,3.176470588,3.470588235,2.681394834,3.836380213,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
I-9.2.jpg,3.764705882,3.764705882,4.058823529,4,4,4.058823529,3.97885625,4.661673761,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
MJ-v4-9.2.jpg,3,3.352941176,3.117647059,3.352941176,3.117647059,3.235294118,3.038970048,3.873107585,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
MJ-v6-9.2.jpg,3.588235294,3.705882353,4.117647059,3.764705882,3.764705882,3.941176471,4.121019324,4.487699321,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
SD-1.5-9.2.jpg,2.941176471,2.705882353,2.764705882,3.176470588,3.058823529,2.941176471,2.385949763,2.468396215,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
SD-rv6-9.2.jpg,3.117647059,2.294117647,2.529411765,2.294117647,2.588235294,2.529411765,1.612920014,2.077291965,"Watercolor banner, watercolor hand-painted, bright background, delicate butterflies, rabbits, flower frame, illustration"
D-10.1.jpg,3.647058824,4.117647059,4.117647059,4.294117647,4.117647059,4.117647059,4.529987845,4.620518399,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
I-10.1.jpg,3.352941176,3.647058824,3.705882353,3.764705882,3.764705882,3.411764706,3.387651185,4.405654162,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
MJ-v4-10.1.jpg,2.941176471,3.117647059,2.823529412,3.058823529,3.117647059,2.941176471,2.940122566,3.791248823,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
MJ-v6-10.1.jpg,3.882352941,4.176470588,4.352941176,4.235294118,4.176470588,4.294117647,4.618586805,4.787988189,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
SD-1.5-10.1.jpg,2.176470588,2.411764706,1.705882353,2.294117647,2.235294118,2.294117647,1.197917846,1.228983087,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
SD-rv6-10.1.jpg,3.235294118,2.647058824,2.764705882,2.470588235,2.647058824,2.235294118,1.843169366,3.053392433,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
D-10.2.jpg,4.411764706,4.294117647,4.529411765,4.647058824,4.647058824,4.470588235,5,4.978552601,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
I-10.2.jpg,3.117647059,3.470588235,3.411764706,3.529411765,3.352941176,3.470588235,3.102222577,3.953239387,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
MJ-v4-10.2.jpg,3.352941176,3.764705882,3.764705882,3.705882353,3.588235294,3.529411765,3.416848691,4.306877657,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
MJ-v6-10.2.jpg,3.705882353,3.941176471,3.823529412,3.823529412,3.764705882,3.882352941,3.997369884,4.462931308,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
SD-1.5-10.2.jpg,1.705882353,1.529411765,1.529411765,1.529411765,1.294117647,1.294117647,0.350421875,0.282781639,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
SD-rv6-10.2.jpg,2.470588235,2.647058824,2.529411765,2.823529412,2.588235294,2.764705882,1.853148913,2.706974202,"A unique animated character, full of personality and detail, with a designer's desk in the background, with sketches and drawing tools in the background."
D-11.1.jpg,3.588235294,3.058823529,3.411764706,3.411764706,3,3.588235294,3.426786334,3.810656293,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
I-11.1.jpg,3.588235294,2.882352941,3.235294118,2.882352941,3.058823529,3.588235294,3.307770852,3.426063257,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
MJ-v4-11.1.jpg,2.941176471,3.529411765,2.882352941,3.352941176,3,3.705882353,2.768220202,1.661243161,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
MJ-v6-11.1.jpg,3.470588235,3.470588235,3.647058824,3.470588235,3.470588235,3.823529412,3.358161353,3.890820537,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
SD-1.5-11.1.jpg,2.941176471,2.058823529,1.764705882,2,1.764705882,2.588235294,1.209837315,1.248660963,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
SD-rv6-11.1.jpg,3.176470588,3.470588235,2.882352941,3.294117647,3.352941176,3.470588235,3.378894582,4.035762986,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
D-11.2.jpg,3.529411765,3.352941176,3.294117647,3.705882353,3.294117647,3.647058824,3.496616434,3.644827128,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
I-11.2.jpg,3.764705882,3.705882353,3.470588235,3.470588235,3.588235294,3.882352941,3.822641688,4.144653819,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
MJ-v4-11.2.jpg,2.882352941,3.647058824,3.470588235,3.470588235,3.294117647,3.882352941,3.582158811,3.151930047,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
MJ-v6-11.2.jpg,3.176470588,2.882352941,2.235294118,2.941176471,2.470588235,3.529411765,2.231859899,2.035376293,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
SD-1.5-11.2.jpg,2.470588235,2,2,2.176470588,1.823529412,2.705882353,0.81883574,0.752565972,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
SD-rv6-11.2.jpg,2.705882353,3.117647059,2.705882353,3.176470588,2.823529412,3.588235294,2.672380582,3.55286531,"A painting full of explosive colors and movement, with the exhibition hall of the modern art exhibition in the background"
D-12.1.jpg,3.235294118,2.823529412,2.588235294,3.058823529,2.647058824,2.882352941,2.39264191,2.97350868,"A collage of different materials and textures, with paper, cloth, metal sheets and other materials staggered to form a rich sense of layering and three-dimensionality"
I-12.1.jpg,3.411764706,2.529411765,2.764705882,2.470588235,2.941176471,2.588235294,2.360678903,2.933003094,"A collage of different materials and textures, with paper, cloth, metal sheets and other materials staggered to form a rich sense of layering and three-dimensionality"
MJ-v4-12.1.jpg,3.117647059,2.647058824,2.588235294,2.411764706,2.705882353,2.823529412,2.371254209,3.129281438,"A collage of different materials and textures, with paper, cloth, metal sheets and other materials staggered to form a rich sense of layering and three-dimensionality"
MJ-v6-12.1.jpg,3.411764706,2.529411765,2.470588235,3,2.529411765,2.941176471,2.228842667,3.55372162,"A collage of different materials and textures, with paper, cloth, metal sheets and other materials staggered to form a rich sense of layering and three-dimensionality"
SD-1.5-12.1.jpg,3.117647059,2.529411765,2.529411765,2.117647059,2.529411765,2.411764706,1.803546413,2.538023304,"A collage of different materials and textures, with paper, cloth, metal sheets and other materials staggered to form a rich sense of layering and three-dimensionality"
SD-rv6-12.1.jpg,3,2.588235294,2.470588235,2.823529412,2.117647059,2.588235294,2.021649361,2.315690372,"A collage of different materials and textures, with paper, cloth, metal sheets and other materials staggered to form a rich sense of layering and three-dimensionality"
